ocid,category,is_repair,sector,title,value,region,locality,street,buyer,supplier_eik,supplier,n_tenderers,start_month,planned_days,overrun_days,has_amendment
ocds-e82gsb-550619,works,1,other,Извършване на ремонтни дейности на покрив и вътрешни помещения в сградата на СУ „Христо Ботев“ гр. Козлодуй,116778.24,BG313,гр. Козлодуй,"ул. ""Хан Аспарух"" № 5","СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",204503129,НИКИ СТРОЙ 17 ЕООД,,2,152,0,0
ocds-e82gsb-427414,services,0,other,Приготвяне и доставка на храна по диети за стационарно болни пациенти по клиники и отделения на УМБАЛ „Света Анна“ – Соф,309594.8,BG411,гр. София,ДИМИТЪР МОЛЛОВ №1,"МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВЕТА АННА"" СОФИЯ АД",130015233,ЛФС ЕООД,,12,364,0,1
ocds-e82gsb-532185,services,0,other,„ПРЕДОСТАВЯНЕ НА УСЛУГИ ПО ЗАСТРАХОВАНЕ ЗА НУЖДИТЕ НА БЪЛГАРСКИ ИНСТИТУТ ПО МЕТРОЛОГИЯ ЗА 2026 Г.“,27829.59,BG411,гр.София,бул. Д-р Г.М.Димитров №52Б,БЪЛГАРСКИ ИНСТИТУТ ПО МЕТРОЛОГИЯ,000694286,"ЗАСТРАХОВАТЕЛНО ЕДНОЛИЧНО АКЦИОНЕРНО ДРУЖЕСТВО ""БУЛСТРАД ВИЕНА ИНШУРЪНС ГРУП"" ЕАД",,1,365,0,1
ocds-e82gsb-516746,services,1,roads,"„Изготвяне на инвестиционни проекти за благоустрояване на терени, основни ремонти на улици и паркови алеи, собственост н",4315.3,BG343,гр.Ямбол,ул. Г.С.РАКОВСКИ №.7,ОБЩИНА ЯМБОЛ,не се публикува,Реджеп Топал,,12,224,61,0
ocds-e82gsb-508859,goods,0,other,„Периодична доставка на лекарствени продукти от анатомо-терапевтична група В за нуждите на “МБАЛ - ШУМЕН” АД по обособен,166117.55,BG333,гр. Шумен,ул. ВАСИЛ АПРИЛОВ №.63,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ШУМЕН АД,131268894,МЕДЕКС ООД,,12,730,5,0
ocds-e82gsb-543178,goods,0,other,„Доставка на готови единично опаковани закуски и готов топъл обяд за учениците от СУ „Елин Пелин” с.Руен по обособени по,45710,BG341,с.Руен,"с.Руен, общ.Руен, обл.Бургас, ул.Първи май №12","СРЕДНО УЧИЛИЩЕ ""ЕЛИН ПЕЛИН""",102851100,ЕТ ЕБАЗИР-68 - ЕБАЗИР ХАМИД,,1,352,0,0
ocds-e82gsb-519538,works,1,other,Извършване на ремонтно - възстановителни работи (РВР) за подобряване на проводимостта на съществуващи 35 хидромелиоратив,1637251.12,BG411,гр. София,"бул. ""Цар Борис"" ІІІ № 136, ет. 3",НАПОИТЕЛНИ СИСТЕМИ ЕАД,175251156,ЛЮНИК ЕООД,,12,1176,0,1
ocds-e82gsb-532637,services,1,roads,"„Снегопочистване и зимно поддържане на улична мрежа и общинска пътна мрежа, разположена на територията на община Димитро",32211.39,BG422,гр. Димитровград,бул. Г. С. РАКОВСКИ № 15,ОБЩИНА ДИМИТРОВГРАД,126729838,ЕКО ТРАДЕКС ГРУП АД,,1,115,0,1
ocds-e82gsb-535092,works,0,other,",,СМР по изграждане на централна климатична инсталация на етаж 4 в източното крило на Хирургичен блок, сграда с идентифи",41547.82,BG421,гр. Пловдив,"бул.""Пещерско шосе"" №.66","УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВЕТИ ГЕОРГИ"" ЕАД",200523814,ИНДЖОВСТРОЙ ЕООД,,12,304,0,0
ocds-e82gsb-532186,works,0,other,Извършване на строително-монтажни работи (СМР) с цел смяна на дограма в поделение „Дружба“ на Столичен автотранспорт ЕАД,714170.95,BG411,гр. София,"ул. ""Житница"" № 21",СТОЛИЧЕН АВТОТРАНСПОРТ ЕАД,812233671,ТЕХНО - ЕНЕРДЖИ ООД,,12,100,0,0
ocds-e82gsb-511687,goods,0,other,"„Доставка на трифазни маслонапълнени разпределителни херметизирани трансформатори до 800 kVA, 20/0.4 kV – склад „София“,",2479765.62,BG411,гр. София,бул. Цариградско шосе №28 Изток плаза,Електроразпределителни мрежи Запад ЕАД,204917226,МОТОБУЛ ЕАД,,12,730,0,0
ocds-e82gsb-550681,goods,0,parks,"Доставка на хранителни продукти за нуждите на Детска градина 85 „Родина""",35790.43,BG411,гр.София,ул. ДАМЯН ГРУЕВ №.44,"ДЕТСКА ГРАДИНА № 85 ""РОДИНА""",202896153,Аллур ООД,,2,365,0,0
ocds-e82gsb-542458,goods,0,other,Доставка на природен газ за нуждите на ПГГСД „Николай Хайтов“-гр. Варна за срок от 24 месеца,35279.14,BG331,гр.Варна,ул. ОРЕХ № 11,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ГОРСКО СТОПАНСТВО И ДЪРВООБРАБОТВАНЕ ""НИКОЛАЙ ХАЙТОВ""-ВАРНА",831079085,ПРИМАГАЗ АД,,2,729,0,0
ocds-e82gsb-532046,services,0,other,Предоставяне на вътрешни куриерски услуги за нуждите на ИА „Военни клубове и военно-почивно дело“,71580.86,BG411,София,бул. Цар Освободител №7,Изпълнителна агенция “Военни клубове и военно-почивно дело”,121396123,БЪЛГАРСКИ ПОЩИ ЕАД,,12,165,0,0
ocds-e82gsb-537366,services,1,roads,Упражняване на строителен надзор по време на СМР нa обекти: „Основен ремонт на общински пътища и Реконструкция и рехабил,25000,BG425,гр.Момчилград,ул. 26 ДЕКЕМВРИ № 12,ОБЩИНА МОМЧИЛГРАД,818036823,ЕТ АЛИС - ДИМИТЪР ЧАВДАРОВ,,1,365,0,0
ocds-e82gsb-511769,goods,0,other,„Периодична доставка на лекарствени продукти от анатомо-терапевтична група J за нуждите на “МБАЛ - ШУМЕН” АД по обособен,42439.78,BG333,гр. Шумен,ул. ВАСИЛ АПРИЛОВ №.63,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ШУМЕН АД,121578346,МЕДОФАРМА ЕООД,,12,730,5,0
ocds-e82gsb-523954,services,1,roads,Зимно поддържане и снегопочистване на общинска пътна мрежа и улиците в гр. Две могили и населените места на територията ,86.92,BG323,гр.Две могили,бул. БЪЛГАРИЯ № 84,ОБЩИНА ДВЕ МОГИЛИ,202476338,ГЕСПЕРИ ЕООД,,12,498,3,1
ocds-e82gsb-519328,services,1,other,Упражняване на строителен надзор при извършване на ремонтно - възстановителни работи (РВР) за подобряване на проводимост,41659.04,BG411,гр. София,"бул. ""Цар Борис"" ІІІ № 136, ет. 3",НАПОИТЕЛНИ СИСТЕМИ ЕАД,не се публикува,Krasimira Avgustova,,12,1291,0,0
ocds-e82gsb-550051,goods,0,other,„Доставка на ново електрическо превозно средство и зарядна станция за целите на предоставяне на социални услуги в община,32638.41,BG331,гр. Аксаково,ул. Г.ПЕТЛЕШЕВ № 58Б,ОБЩИНА АКСАКОВО,000646811,МОТО-ПФОЕ ЕООД,,3,110,0,0
ocds-e82gsb-516692,services,0,other,Следгаранционна поддръжка на технически и програмни средства за предоставяне на данни в реално време,488085.37,BG411,София,"ул. ""6-ти септември"" 29",Дирекция Комуникационни и Информационни системи,130545438,ТЕЛЕЛИНК БИЗНЕС СЪРВИСИС ЕАД,,12,1096,0,0
ocds-e82gsb-487901,goods,0,other,"„Доставка и монтаж на оборудване за нуждите на Дом за стари хора, гр. Добрич по обособени позиции“",4394.3,BG332,Добрич,ул. БЪЛГАРИЯ № 12,ОБЩИНА ГРАД ДОБРИЧ,000885099,Кооперация ПАНДА,,12,112,10,1
ocds-e82gsb-457817,works,0,other,"Избор на изпълнители за инженеринг (проектиране, авторски надзор и изпълнение на СМР/СРР) за енергийно обновяване на мно",958672.28,BG411,гр. София,"ж.к. ЗАХАРНА ФАБРИКА № 10, бл. 51-А, вх. Б","РАЙОН ""ИЛИНДЕН""",175015871,ТАНДЕМ 1 ЕООД,,6,214,151,1
ocds-e82gsb-538930,services,0,other,"Избор на оператор за стопанисване и експлоатация на „Регионално депо за неопасни отпадъци на общините Гоце Делчев, Гърме",16.36,BG413,гр.Гоце Делчев,ул. ЦАРИЦА ЙОАННА №2,ОБЩИНА ГОЦЕ ДЕЛЧЕВ,115797656,ЕВАСТО ООД,,1,364,0,0
ocds-e82gsb-539195,services,0,other,"„Пране на болнични текстилни материали - работно облекло, операционно бельо и болнично бельо при „МБАЛ ""Св. Иван Рилски”",50566.77,BG324,гр. Разград,ул. КОСТА ПЕТРОВ №.2,"МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВ.ИВАН РИЛСКИ"" - РАЗГРАД АД",107564054,ЕВРОХИМ-ГРУП ООД,,1,365,0,0
ocds-e82gsb-492948,goods,0,other,„Доставка на нетна активна електрическа енергия и осъществяване задълженията на координатор на стандартна балансираща гр,480614.37,BG413,гр.Гоце Делчев,ул. ЦАРИЦА ЙОАННА №2,ОБЩИНА ГОЦЕ ДЕЛЧЕВ,205606662,Номад енерджи къмпани ЕООД,,12,605,0,1
ocds-e82gsb-224005,services,1,roads,"„Почистване на улици, тротоари и места за обществено ползване на територията на Община град Добрич“",2556459.41,BG332,Добрич,ул. БЪЛГАРИЯ № 12,ОБЩИНА ГРАД ДОБРИЧ,831578348,УЕЙСТ СОЛЮШЪНС БЪЛГАРИЯ ЕООД,,12,187,0,1
ocds-e82gsb-460627,works,0,parks,"Определяне на изпълнител за поддържане на озеленени площи за широко и ограничено обществено ползване, включително изграж",67500,BG341,гр. Бургас,ул. Александровска № 26,ОБЩИНА БУРГАС,181491907,"ДРУЖЕСТВО ПО ЗЗД ""ЦЕНТЪР - ВДХ""",,3,22,0,0
ocds-e82gsb-534907,services,0,other,„ИЗВЪРШВАНЕ НА СПЕЦИАЛИЗИРАН ПРЕВОЗ НА УЧЕНИЦИ ОТ I-ВИ ДО XII–ТИ КЛАС И СПЕЦИАЛИЗИРАН ПРЕВОЗ НА УЧИТЕЛИ ОТ СУ „ЕЛИН ПЕЛИ,10348.55,BG341,с.Руен,"с.Руен, общ.Руен, обл.Бургас, ул.Първи май №12","СРЕДНО УЧИЛИЩЕ ""ЕЛИН ПЕЛИН""",102138225,ЕВРО-89-ДОБРОМИР - МУСТАФОВИ СИЕ СД,,9,288,0,1
ocds-e82gsb-539246,services,0,other,ПРЕДОСТАВЯНЕ НА 3 ПИЛОТНИ УСЛУГИ НА РАЗЛИЧНИ ЗАИНТЕРЕСОВАНИ СТРАНИ СПРЯМО МЕСТНАТА РЕАЛИЗАЦИЯ НА ПАЗАРА НА ТРУДА (БИЗНЕС,54500,BG413,гр.Петрич,ул. ЦАР БОРИС ТРЕТИ №.24,ОБЩИНА ПЕТРИЧ,200242286,БИМ КОНСУЛТИНГ ООД,,12,195,0,0
ocds-e82gsb-543190,goods,0,other,Доставка на дизелово гориво за нуждите на Учебно-спортна база Семково към УАСГ за периода 2025-2027 година чрез борсово ,36090.46,BG411,гр.София,бул. ХРИСТО СМИРНЕНСКИ №.1,"УНИВЕРСИТЕТ ПО АРХИТЕКТУРА, СТРОИТЕЛСТВО И ГЕОДЕЗИЯ",121154745,ИНТРЕЙДИНГ ЕООД,,12,743,0,0
ocds-e82gsb-275951,goods,0,parks,"„Доставка на хранителни продукти за нуждите на Детска градина „Златна рибка“, гр. Шумен по ОСЕМ обособени позиции“",3919.95,BG333,гр.Шумен,ул. Д-Р ПEТЪР БЕРОН №.50,"ДЕТСКА ГРАДИНА ""ЗЛАТНАТА РИБКА""",180861923,Мадара 2022,,8,731,212,1
ocds-e82gsb-514816,works,0,other,Изграждане на сгради и околно пространство на обекти за резиденти грижи за пълнолетни лица с интелектуални затруднения в,520168.82,BG421,гр. Карлово,ул. ПЕТКО СЪБЕВ № 1,ОБЩИНА КАРЛОВО,203587156,РОТО ИНЖЕНЕРИНГ ЕООД,,1,145,0,0
ocds-e82gsb-550350,services,0,other,"„Приготвяне и доставка на готова храна - ""топъл обяд"" на лица от уязвими групи, живеещи на територията на община Гурково",84816,BG344,гр.Гурково,ул. КНЯЗ АЛЕКСАНДЪР БАТЕНБЕРГ №.3,ОБЩИНА ГУРКОВО,202042377,М-БРАДЪРС ООД,,2,241,0,0
ocds-e82gsb-530066,goods,0,water,"„Доставка на електрически материали, водопроводни части, строителни материали и електрически уреди за нуждите на МБАЛ „Д",1463.98,BG424,гр. Смолян,бул. БЪЛГАРИЯ №.2,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - Д-Р БРАТАН ШУКЕРОВ АД,813000360,ФИНКОМ ООД,,11,364,0,0
ocds-e82gsb-533422,goods,0,other,Доставка на закуски за учениците от I-ви до IV-ти клас на ОУ „Свети Иван Рилски“ – гр. Перник,59008.24,BG414,гр.Перник,ж.к. МОНТЕ КАРЛО,"ОСНОВНО УЧИЛИЩЕ ""СВ.ИВАН РИЛСКИ""",113511106,ДЕТСКО И УЧЕНИЧЕСКО ХРАНЕНЕ ЕООД,,1,352,0,0
ocds-e82gsb-388626,services,0,other,„Застрахователни услуги за нуждите на ГДО по обособени позиции“: Обособена позиция № 1: Групова рискова застраховка на с,91190.45,BG411,София,"ул. ""Майор Георги Векилски"" №2, ет. 3",Главна дирекция „Охрана“,200140730,"ЗАСТРАХОВАТЕЛНО ДРУЖЕСТВО ""ОЗОК Инс"" АД",,2,730,0,1
ocds-e82gsb-532361,goods,0,other,„Доставка на торове и продукти за растителна защита за нуждите на Институт по царевицата – Кнежа за 2026 година” с обосо,26730.34,BG314,гр.Кнежа,ИЗВЪН ГРАДА,ИНСТИТУТ ПО ЦАРЕВИЦАТА,203644479,НИТРОФЕРТ ЕООД,,12,299,0,0
ocds-e82gsb-530229,services,1,roads,"„Зимно снегопочистване на община Вършец за зимен сезон 2025 - 2026 т.“, разделена на две самостоятелно обособени позиции",25564.59,BG312,гр.Вършец,бул. БЪЛГАРИЯ № 10,ОБЩИНА ВЪРШЕЦ,109514979,Мегаинвест-холд ЕООД,,12,135,0,0
ocds-e82gsb-546461,goods,0,other,"Доставка на топлинна енергия за нуждите на ОУ ""Стоян Михайловски"" гр.Варна",38346.89,BG331,гр.Варна,кв. ВЛ.ВАРНЕНЧИК,"ОСНОВНО УЧИЛИЩЕ ""СТОЯН МИХАЙЛОВСКИ""",103195446,ВЕОЛИЯ ЕНЕРДЖИ ВАРНА ЕАД,,12,365,0,0
ocds-e82gsb-538016,services,1,roads,„Зимно поддържане и снегопочистване на общински пътища и улици на територията на Община Белоградчик за 2026 г.,58542.92,BG311,гр.Белоградчик,ул. КНЯЗ БОРИС І №.6,ОБЩИНА БЕЛОГРАДЧИК,105515959,ПЪТНО ПОДДЪРЖАНЕ - БЕЛОГРАДЧИК ЕООД ЕООД,,1,358,0,0
ocds-e82gsb-549846,goods,0,other,Доставка на Разтвор за запълване на постоянни венозни катетри с тауролидин без урокиназа,31680,BG411,гр. София,"ул. ""Бяло море"" № 8","УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""ЦАРИЦА ЙОАННА-ИСУЛ"" ЕАД",203273675,КАПАМЕД ЕООД,,3,730,0,0
ocds-e82gsb-550969,works,1,other,"„Извършване на текущ ремонт на коритото на плувен басейн, съблекални, душове и санитарни помещения към тях и текущ ремон",151473.83,BG423,гр.Велинград,ул. ХАН АСПАРУХ №.35,ОБЩИНА ВЕЛИНГРАД,201332388,Делчев Инженеринг ООД,,3,122,0,0
ocds-e82gsb-479307,services,0,other,"""Предоставяне на услуги по застраховане на активите на Изпълнителна агенция по рибарство и аквакултури в шест обособени ",6702.9,BG341,гр.Бургас,ул.КНЯЗ АЛЕКСАНДЪР БАТЕНБЕРГ №.1,ИЗПЪЛНИТЕЛНА АГЕНЦИЯ ПО РИБАРСТВО И АКВАКУЛТУРИ,000694286,"ЗАСТРАХОВАТЕЛНО ЕДНОЛИЧНО АКЦИОНЕРНО ДРУЖЕСТВО ""БУЛСТРАД ВИЕНА ИНШУРЪНС ГРУП"" ЕАД",,12,364,40,1
ocds-e82gsb-90626,goods,0,other,„Доставка на природен газ за нуждите на Технически Университет - Варна по две обособени позиции“,12035.3,BG331,гр.Варна,ул. СТУДЕНТСКА № 1,ТЕХНИЧЕСКИ УНИВЕРСИТЕТ - ВАРНА,813101815,Аресгаз ЕАД,,1,1977,29,1
ocds-e82gsb-527161,works,1,other,Ремонт на клиника „КИТ” в МБАЛ-София-ВМА,1532987.99,BG411,София,ул. Св. Георги Софийски № 3,Военномедицинска академия,103029862,ХИДРОСТРОЙ АД,,11,264,0,0
ocds-e82gsb-416446,works,0,other,"Инженеринг – проектиране, СМР и авторски надзор за обекти по 4 обособени позиции",42764.45,BG334,гр. Попово,ул. Александър Стамболийски № 1,ОБЩИНА ПОПОВО,202623336,ТЕКОМ ИНВЕСТ ЕООД,,12,120,70,1
ocds-e82gsb-527193,works,1,other,Ремонт на клиника „Хирургия” в МБАЛ-Варна-ВМА,1275505.16,BG411,София,ул. Св. Георги Софийски № 3,Военномедицинска академия,812233671,ТЕХНО - ЕНЕРДЖИ ООД,,12,179,0,0
ocds-e82gsb-527459,services,0,other,"„Избор на външни експерти за провеждане на образователни дейности по Проект № BG05SFPR001-1.004-0055, насочени към инт. ",34248.99,BG411,гр.София,ул. ПИРОТСКА №.78,"134 СРЕДНО УЧИЛИЩЕ ""ДИМЧО ДЕБЕЛЯНОВ""",175114503,ЕВРОКОНСУЛТАНТС БЪЛГАРИЯ С.А. АД,,12,911,0,1
ocds-e82gsb-550539,services,0,other,„Приготвяне и доставка на Топъл обяд в Община Съединение по Процедура за безвъзмездна финансова помощ BG05SFPR003-1.001 ,72920,BG421,гр.Съединение,бул. ШЕСТИ СЕПТЕМВРИ №.13,ОБЩИНА СЪЕДИНЕНИЕ,200538289,ТЕРИ - 09 ЕООД,,2,423,0,0
ocds-e82gsb-445575,goods,0,other,Доставка на алуминиеви и медни кабелни обувки,75263.19,BG421,гр. Пловдив,ул. Христо Г. Данов №37,Електроразпределение Юг ЕАД,103951655,Крепел ООД,,3,729,0,1
ocds-e82gsb-537733,works,1,roads,"„Направа на нови и ремонт на тротоари с бетонова настилка от сулфатоустойчив бетон или тротоарни плочи, бетонови площадк",161909.09,BG421,гр. Пловдив,"бул. ""Освобождение"" № 63","ОБЩИНА ПЛОВДИВ - РАЙОН ""ТРАКИЯ""",115816551,ЗАПРЯНОВИ - 03 ООД,,12,385,0,0
ocds-e82gsb-396645,services,1,other,"„Осъществяване на авторски надзор по време на строителството за обект „Основен ремонт на сградите на КСУВХ „Гергана“ за",4639.97,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,126690709,ПРОИНВЕСТ ЕООД,,12,544,0,1
ocds-e82gsb-514603,goods,0,other,«Доставка на храни и хранителни продукти на територията на Община Летница за календарната 2026 година по шест обособени ,37873.64,BG315,гр.Летница,бул. БЪЛГАРИЯ № 19,ОБЩИНА ЛЕТНИЦА,207071685,НОВЕ ХОЛД ЕООД,,1,364,0,0
ocds-e82gsb-496838,goods,0,other,"Доставка на кабели, контактен проводник, бронзови въжета и бронзова тел за нуждите на „Столичен електротранспорт“ ЕАД",533780.2,BG411,гр. София,ул. Подполковник Калитин №.30,СТОЛИЧЕН ЕЛЕКТРОТРАНСПОРТ ЕАД,121871118,ТИЛКОМ ООД,,4,731,35,0
ocds-e82gsb-487316,services,1,other,"""Натрошаване на инертни отпадъци, получени при ремонтни работи, генерирани от населението на община Казанлък""",29825.36,BG344,гр.Казанлък,"бул. ""РОЗОВА ДОЛИНА"" № 6",ОБЩИНА КАЗАНЛЪК,123738419,БРИГАДА ЕООД,,6,228,0,1
ocds-e82gsb-522755,services,0,other,"""Сервизно обслужване на уредба за брахитерапия, включващо профилактика, труд за отстраняване на повреди, доставка и подм",62173.09,BG333,гр. Шумен,ул. ВАСИЛ АПРИЛОВ №63,КОМПЛЕКСЕН ОНКОЛОГИЧЕН ЦЕНТЪР - ШУМЕН ЕООД,201029373,ВАРИНАК БЪЛГАРИЯ ЕООД,,12,364,0,0
ocds-e82gsb-541761,services,0,other,"Невъоръжена физическа охрана и охрана със СОТ на обекти и имущество, собственост на „Столичен автотранспорт” ЕАД от прот",335366.57,BG411,гр. София,"ул. ""Житница"" № 21",СТОЛИЧЕН АВТОТРАНСПОРТ ЕАД,113546751,САЛАМАНДЪР - АСО ООД,,1,730,0,0
ocds-e82gsb-550863,services,1,roads,"„Зимно поддържане на пътища, улици и булеварди на територията на Община Варна за зимен сезон 2025 г./2026 г., по обособе",189515.45,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,103029862,ХИДРОСТРОЙ АД,,1,213,0,0
ocds-e82gsb-528710,services,0,other,„Услуги по почистване на сгради за нуждите на Агенция „Митници“ – Териториална Дирекция Митница Варна (Административна с,4900.63,BG411,гр. София,ул. Г. С. Раковски № 47,"АГЕНЦИЯ ""МИТНИЦИ""",131476607,БОРИВАН ООД,,12,80,0,0
ocds-e82gsb-543389,services,0,other,„Техническа поддръжка на радиолокационни станции „SELUX T-250” и „SELUX T-340”“,33333.33,BG331,гр.Варна,"ул. ""Преслав"" №16",Командване на военноморските сили,104697398,ПРОЕКТОКОНСУЛТ-ТН ЕООД,,1,365,0,0
ocds-e82gsb-409466,works,0,other,„ПРЕУСТРОЙСТВО НА СТАР ХРАНИТЕЛЕН БЛОК В УНИВЕРСАЛЕН УЧЕБЕН КОРПУС“,818013.67,BG411,София,бул. Асен Йорданов №2,Национална Гвардейска Част,206298769,ГРАДИВ 77 ЕООД,,11,880,0,1
ocds-e82gsb-542640,goods,0,other,Доставка на горива чрез карти за безналично плащане за служебните МПС на „Регионална дирекция по горите“ гр. Шумен и нег,17343.02,BG333,гр.Шумен,ул. ЛЮБЕН КАРАВЕЛОВ №.28А,РЕГИОНАЛНА ДИРЕКЦИЯ ПО ГОРИТЕ - ШУМЕН,121699202,ЛУКОЙЛ-БЪЛГАРИЯ ЕООД,,1,364,0,0
ocds-e82gsb-491188,goods,0,other,"„Доставка на лабораторни реактиви, химикали, консумативи и резервни части за нуждите на официалния контрол, осъществяван",50470.12,BG422,гр. Хасково,"бул. ""Освобождение"" № 57",ОБЛАСТНА ДИРЕКЦИЯ ПО БЕЗОПАСНОСТ НА ХРАНИТЕ - ХАСКОВО,131086888,ЛАБКОНСУЛТ ЕООД,,8,126,0,0
ocds-e82gsb-512170,goods,0,other,„Периодична доставка на лекарствени продукти от анатомо-терапевтична група N за нуждите на “МБАЛ - ШУМЕН” АД по обособен,566.68,BG333,гр. Шумен,ул. ВАСИЛ АПРИЛОВ №.63,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ШУМЕН АД,121578346,МЕДОФАРМА ЕООД,,12,730,5,0
ocds-e82gsb-519984,services,0,other,"Покана 1 „Изработване, отпечатване и доставка на печатни рекламни материали, включени в списъка по чл.12, ал.1, т.1 от З",12.36,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,131230324,ТРАНС КО 04 ЕООД,,12,173,0,0
ocds-e82gsb-452432,works,1,parks,"„Ремонт на открити спортни площадки в ОУ „Неофит Рилски“, гр. Дупница, общ. Дупница“",62388.86,BG415,гр.Дупница,ул.БРАТЯ МИЛАДИНОВИ №.3,"ОСНОВНО УЧИЛИЩЕ ""НЕОФИТ РИЛСКИ""",207769163,СПА БИЛД ЕООД,,2,424,0,1
ocds-e82gsb-541144,works,1,other,Ремонт на „Централна стерилизация” - I етап в МБАЛ-София-ВМА,890734.92,BG411,София,ул. Св. Георги Софийски № 3,Военномедицинска академия,103029862,ХИДРОСТРОЙ АД,,12,177,0,0
ocds-e82gsb-538347,goods,0,other,Доставка на хардуерни и софтуерни ресурси за нуждите на Сметната палата на Република България.,81985.14,BG411,гр. София,ул. ПАНАЙОТ ВОЛОВ № 2,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,200579325,МНЕМОНИКА АД,,12,1145,0,0
ocds-e82gsb-550752,services,0,other,Осъществяване на авторски надзор при изграждане на сгради за предоставяне на социални и интегрирани здравно-социални усл,7415.01,BG333,гр. Смядово,"пл. ""Княз Борис I"" № 2",ОБЩИНА СМЯДОВО,207228761,"""Плана Инвест"" ЕООД",,1,124,0,0
ocds-e82gsb-544117,goods,0,other,Доставка на подкрепителна закуска за учениците от I-ви до IV-ти клас на НУ „Иванчо Младенов“ -Враца за календарната 2026,54354.56,BG313,гр.Враца,ул. АНТИМ I №.4,"НАЧАЛНО УЧИЛИЩЕ ""ИВАНЧО МЛАДЕНОВ""",204131440,ИВ и СИЕ 2010 ЕООД,,1,360,0,0
ocds-e82gsb-539794,goods,0,other,Доставка на дизелово моторно гориво Б6,287885.35,BG322,гр. Габрово,ул. СТЕФАН КАРАДЖА №.2,ОБЩИНСКИ ПЪТНИЧЕСКИ ТРАНСПОРТ ЕООД,131245283,САКСА ООД,,1,364,0,0
ocds-e82gsb-520176,goods,0,other,„Доставка на лекарствени продукти по обособени позиции за нуждите на „КОЦ – Шумен” ЕООД – Част VIII”,125812.16,BG333,гр. Шумен,ул. ВАСИЛ АПРИЛОВ №63,КОМПЛЕКСЕН ОНКОЛОГИЧЕН ЦЕНТЪР - ШУМЕН ЕООД,175016820,Б. БРАУН МЕДИКАЛ ЕООД,,12,729,30,0
ocds-e82gsb-517614,works,1,lighting,"„Рехабилитация, модернизация и изграждане на интелигентна система за управление и мониторинг на системата за външно изку",1255735.03,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,181483312,Лайт В,,12,147,61,1
ocds-e82gsb-513238,works,1,other,„Извършване на строително-ремонтни дейности за изграждане на асансьор в сградата на 105. СРЕДНО УЧИЛИЩЕ „АТАНАС ДАЛЧЕВ“,39877.39,BG411,гр.София,ул. СВ. ПИМЕН ЗОГРАФСКИ №.7,"105 СРЕДНО УЧИЛИЩЕ ""АТАНАС ДАЛЧЕВ""",831752845,ТИДЕКС ЕООД,,10,109,0,1
ocds-e82gsb-511021,goods,0,other,"„Периодична доставка на лекарствени продукти от анатомо-терапевтични групи D, G и H за нуждите на “МБАЛ - ШУМЕН” АД по о",2557.74,BG333,гр. Шумен,ул. ВАСИЛ АПРИЛОВ №.63,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ШУМЕН АД,203283623,ФЬОНИКС Фарма ЕООД,,12,730,5,0
ocds-e82gsb-535238,goods,1,other,"“Доставка и монтаж на резервни части, консумативи и принадлежности, както и техническо обслужване и ремонт на автомобили",127822.97,BG321,гр. Свищов,ул. Цанко Церковски №2,ОБЩИНА СВИЩОВ,814210486,ЕТ ПОЛЕТ - 90 - МАРИАН ДЖАНОВ,,1,365,0,0
ocds-e82gsb-542084,goods,0,other,Доставка на нетни количества активна електрическа енергия – ниско напрежение и избор на координатор за балансираща група,75000,BG331,гр.Варна,ул. РОЗА №.23,"3 ОСНОВНО УЧИЛИЩЕ ""АНГЕЛ КЪНЧЕВ""",202668908,СИНЕРГОН ЕНЕРДЖИ ООД,,2,364,0,0
