ocid,category,is_repair,sector,title,value,region,locality,street,buyer,supplier_eik,supplier,n_tenderers,start_month,planned_days,overrun_days,has_amendment
ocds-e82gsb-514464,services,0,other,„Осигуряване на хардуерна и софтуерна поддръжка на техника ASR1001-X/K9 за нуждите на Министерство на външните работи“,9907.81,BG411,гр. София,ул. ПАНАЙОТ ВОЛОВ № 2,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,121708078,СИЕНСИС АД,,1,206,0,0
ocds-e82gsb-491370,goods,0,other,„ДОСТАВКА НА НЕТНА ЕЛЕКТРИЧЕСКА ЕНЕРГИЯ И ИЗБОР НА КООРДИНАТОР НА БАЛАНСИРАЩА ГРУПА ЗА НУЖДИТЕ НА „СТОЛИЧЕН АВТОТРАНСПОР,1994038.34,BG411,гр. София,"ул. ""Житница"" № 21",СТОЛИЧЕН АВТОТРАНСПОРТ ЕАД,201325372,МОСТ ЕНЕРДЖИ АД,,12,365,0,0
ocds-e82gsb-550595,goods,0,other,„Доставка на ремъци за автобуси и вътрешно-ведомствен транспорт (ВВТ)”,81095,BG411,гр. София,"ул. ""Житница"" № 21",СТОЛИЧЕН АВТОТРАНСПОРТ ЕАД,115552240,ХЕР 1 ЕООД,,4,731,0,0
ocds-e82gsb-540195,services,0,other,Изготвяне на комплексен доклад за оценка на съответствието на инвестиционния проект и упражняване на строителен надзор н,11043.9,BG332,гр.Тервел,ул. СВ.СВ. КИРИЛ И МЕТОДИЙ № 8,ОБЩИНА ТЕРВЕЛ,202210490,БУЛКОНС ГРУП ООД,,3,1308,0,0
ocds-e82gsb-551598,services,1,roads,„Упражняване на авторски надзор по време на строителството на обект: „Реконструкция на ул. „Шести септември“ от о.т. 72 ,5409.47,BG412,гр.Драгоман,ул. ЗАХАРИ СТОЯНОВ № 26,ОБЩИНА ДРАГОМАН,205207752,ГВ ИНЖЕНЕРИНГ ЕООД,,3,1207,0,0
ocds-e82gsb-436413,services,1,roads,„Извършване на обществена услуга за превоз на пътници по междуселищни автобусни линии от Републиканската транспортна схе,0.71,BG315,гр. Угърчин,"пл. ""Свобода"" №1",ОБЩИНА УГЪРЧИН,не се публикува,KALINKA GENOVSKA,,12,390,0,1
ocds-e82gsb-538034,goods,0,other,Доставка на закуски за учениците от I-ви до IV-ти клас на ОУ „Свети свети Кирил и Методий“-Варна за календарната 2026 го,39396.06,BG331,гр.Варна,ул. БРАТЯ МИЛАДИНОВИ №.19,"ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""",200885119,ТРОНИС ЕООД,,1,360,0,0
ocds-e82gsb-543490,services,1,other,"„Осъществяване на авторски надзор по време на строителството на обекти: Основен ремонт на Детска ясла №8 ""Щурче"", въвежд",6135.51,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,131321699,АГОРА 66 ООД,,1,904,0,1
ocds-e82gsb-531927,services,0,other,Осигуряване на хотелско настаняване в страната и чужбина за нуждите на Българската телеграфна агенция,153387.56,BG411,гр. София,бул. Цариградско шосе № 49,БЪЛГАРСКА ТЕЛЕГРАФНА АГЕНЦИЯ,201598499,КАЛИСТО ТУРС ЕООД,,1,365,0,0
ocds-e82gsb-550326,goods,0,other,„Доставка на смазочни масла и препарати за нуждите на Община Кюстендил и второстепенните разпоредители с бюджет“,51124.08,BG415,гр. Кюстендил,"пл. ""Велбъжд"" №1",ОБЩИНА КЮСТЕНДИЛ,200286354,АУТО СИАКС ЕООД,,2,365,0,0
ocds-e82gsb-434723,services,0,other,Осигуряване на логистични услуги за провеждане на обучителни семинари,262038.62,BG411,гр. София,"бул. Александър Малинов, № 1",ГЛАВНА ДИРЕКЦИЯ НАЦИОНАЛНА ПОЛИЦИЯ,201598499,КАЛИСТО ТУРС ЕООД,,12,730,0,0
ocds-e82gsb-551411,services,0,other,"„Предоставяне на консултантски услуги, свързани с управлението на проекти на Община Димово, финансирани от СПРЗСР2023-20",10225.84,BG311,гр.Димово,ул. Георги Димитров № 137,ОБЩИНА ДИМОВО,131234828,АЙ ТИ ЕС - КОНСУЛТ ЕООД,,2,688,0,0
ocds-e82gsb-539417,goods,0,other,ДОСТАВКА НА ПРИРОДЕН ГАЗ ЗА НУЖДИТЕ НА ДМСГД-ВАРНА ЗА 2026Г.,88744.93,BG331,гр.Варна,ж.к. ВИНИЦА ул. ОВЕЧ №.2,ДОМ ЗА МЕДИКО-СОЦИАЛНИ ГРИЖИ ЗА ДЕЦА - ВАРНА,130533432,ОВЕРГАЗ МРЕЖИ АД,,1,364,0,0
ocds-e82gsb-498652,goods,0,other,"„Доставка на медицински изделия – консумативи за нуждите на УМБАЛ «Свети Георги» ЕАД, гр. Пловдив”",4471460.54,BG421,гр. Пловдив,"бул.""Пещерско шосе"" №.66","УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВЕТИ ГЕОРГИ"" ЕАД",202255806,ГЛОБАЛ МЕДИКАЛ ООД,,10,730,0,1
ocds-e82gsb-551143,goods,0,other,„Доставка на строителни материали за нуждите на община Попово и бюджетните звена“,40903.35,BG334,гр. Попово,ул. Александър Стамболийски № 1,ОБЩИНА ПОПОВО,125568620,РИО ГИПС ООД,,2,365,0,0
ocds-e82gsb-517523,services,0,other,„ИЗПИТВАНЕ НА ПРОБИ ОТ ПИТЕЙНИ И ОТПАДЪЧНИ ВОДИ” по обособени позиции,53685.65,BG325,гр. Силистра,ул. Баба Тонка №.19,ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ООД,000653802,СЖС БЪЛГАРИЯ ЕООД,,1,365,0,0
ocds-e82gsb-450665,services,0,other,"„Възлагане на лесокултурни дейности в гт – държавна собственост, предоставени за стопанисване на ЮИДП ДП - Сливен, разпо",1763.96,BG342,гр. Сливен,ОРЕШАК № 15А,ЮГОИЗТОЧНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,123626975,ЖЕРГОВЕЦ ООД,,9,158,0,1
ocds-e82gsb-419879,works,1,roads,"Асфалтиране на източната лента на ул. ""Флора Кънева"" от бул. ""Филип Кутев"" до адрес № 11",35170.32,BG411,гр.София,бул. ВАСИЛ ЛЕВСКИ №.2,"РАЙОН ""ЛОЗЕНЕЦ""",123682269,ТРЕЙС ГРУП ХОЛД АД,,9,12,0,0
ocds-e82gsb-513811,works,0,other,"„Инженеринг - проектиране, строително - монтажни работи и упражняване на авторски надзор по време на строителството на о",954786.46,BG344,гр.Раднево,ул. МИТЬО СТАНЕВ №.1,ОБЩИНА РАДНЕВО,175410402,ТЕХНО СТРОЙ БЪЛГАРИЯ ООД,,12,450,0,0
ocds-e82gsb-548890,services,0,other,"Предоставяне на услуги по охрана на административната сграда на ТП на НОИ - Пловдив, находяща се на адрес гр. Пловдив, у",116733.84,BG421,гр.Пловдив,ул. ЛЮБЕН КАРАВЕЛОВ №7,ТЕРИТОРИАЛНО ПОДЕЛЕНИЕ НА НАЦИОНАЛЕН ОСИГУРИТЕЛЕН ИНСТИТУТ - гр. ПЛОВДИВ,113546751,САЛАМАНДЪР - АСО ООД,,6,731,0,0
ocds-e82gsb-399125,services,1,other,"„Консултантски услуги по управление на проект № BG-RRP-11.010-0009 ""Реформиране на Дом за стари хора ""Гергана"" чрез изв",66467.94,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,181291881,ДИА ВАРНА,,2,682,0,1
ocds-e82gsb-542365,goods,0,other,Доставка на подкрепителна закуска за учениците от I-IV клас в ОУ “Петко Р. Славейков“ – гр.Варна през календарната 2026г,48805.62,BG331,гр.Варна,бул. ВЛАДИСЛАВ ВАРНЕНЧИК № 80,"ОСНОВНО УЧИЛИЩЕ ""ПЕТКО РАЧЕВ СЛАВЕЙКОВ""",103877964,МАРИЯН 2004 ЕООД,,1,360,0,0
ocds-e82gsb-394304,works,0,water,"„Инженеринг (проектиране, авторски надзор, строителство и доставка на оборудване) за вътрешна водопроводна и канализацио",12495257.67,BG422,гр. Хасково,ул. САКАР 2,ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕООД,181379203,ВИК Хасково,,12,1482,0,0
ocds-e82gsb-538926,services,0,other,Приготвяне и доставка на подкрепителна закуска за учениците от I-ви до IV-ти клас и готова храна за обяд за децата от по,32238.72,BG331,гр.Варна,ж.к. ВЪЗРАЖДАНЕ,"ВТОРО ОСНОВНО УЧИЛИЩЕ ""НИКОЛА ЙОНКОВ ВАПЦАРОВ""",201400088,ДЗУ ГЛ ООД,,1,360,0,0
ocds-e82gsb-550977,services,1,parks,"„Предоставяне на консултантски услуги по чл. 166, ал. 1 от Закона за устройство на територията при изпълнението на обект",4838.43,BG311,гр.Видин,пл. БДИНЦИ №.2,ОБЩИНА ВИДИН,206984227,АРТСТРОЙ. И. ИВАНОВ ЕООД,,3,284,0,0
ocds-e82gsb-472337,goods,1,other,„Ремонт на навигационно оборудване в обхвата на Клон – ТП „Пристанище Варна“,153387.56,BG411,гр. София,"бул. ""ШИПЧЕНСКИ ПРОХОД"" № 69",ПРИСТАНИЩНА ИНФРАСТРУКТУРА ДП,205813486,АЛФОРИ МЕРИТАЙМ ЕООД,,10,822,0,1
ocds-e82gsb-551304,goods,0,other,„Доставка на фабрично ново електрическо превозно средство и зарядна станция с включен монтаж за нуждите на Домашен социа,46442.35,BG413,с.Гърмен,"ул. ""Първа"" №35",ОБЩИНА ГЪРМЕН,202648072,ДЖЕНЕРЪС АУТО ЕАД,,2,114,0,0
ocds-e82gsb-527806,services,1,roads,Избор на изпълнител за зимно поддържане и снегопочистване на общинската пътна мрежа и населени места в Община Велинград ,197189.94,BG423,гр.Велинград,ул. ХАН АСПАРУХ №.35,ОБЩИНА ВЕЛИНГРАД,112630417,ТРАНСМЕТАЛ ЕООД,,1,364,0,0
ocds-e82gsb-538404,works,1,other,Ремонт на помещения на скенер в МБАЛ-София-ВМА,115901.74,BG411,София,ул. Св. Георги Софийски № 3,Военномедицинска академия,812233671,ТЕХНО - ЕНЕРДЖИ ООД,,12,89,0,0
ocds-e82gsb-171956,services,0,other,Почистване на административни сгради и производствени помещения и поддържане на интериорната растителност в сгради на пл,2385770.36,BG313,гр. Козлодуй,Площадка АЕЦ Козлодуй,АЕЦ КОЗЛОДУЙ ЕАД,131476607,БОРИВАН ООД,,9,1311,184,1
ocds-e82gsb-506438,works,1,other,"""Текущ ремонт на класни стаи в СУ ""Васил Левски"", гр. Елин Пелин",46611.37,BG412,гр.Елин Пелин,бул. ВИТОША №.3,"СРЕДНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""",205610385,ОН ДЕТАЙЛС ЕООД,,8,55,0,1
ocds-e82gsb-535172,goods,0,public,Доставка на нетна активна електрическа енергия (средно и ниско напрежение) и избор на координатор на балансираща група п,76059.78,BG344,Стара Загора,п.к. 329,ЦАТИП В.Ф. 26940,202668908,СИНЕРГОН ЕНЕРДЖИ ООД,,1,364,0,0
ocds-e82gsb-545759,goods,0,other,"„Доставка за срок от две години (01.01.2026г. – 31.12.2027г.) чрез стокова борса на горива за МПС, газьол за отопление, ",1435427.98,BG333,гр. Шумен,ул. ПЕТРА №.1,СЕВЕРОИЗТОЧНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,205581771,ДЖИ ЕЛ ОИЛ ЕАД,,1,729,0,0
ocds-e82gsb-505852,goods,0,other,"„Доставка на хранителни продукти за Домашен социален патронаж-Тополовград, Социално предприятие-с.Устрем и Дом за пълнол",508477.43,BG422,гр.Тополовград,пл. ОСВОБОЖДЕНИЕ № 1,ОБЩИНА ТОПОЛОВГРАД,126038144,ЕТ ПОНРАД - ГЕОРГИ ПАНАЙОТОВ,,12,1095,0,0
ocds-e82gsb-529099,services,0,other,"„Избор на оператор за предоставяне на ваучери за храна на електронен носител за нуждите на „В И К“ АД, гр. Ловеч“",908360,BG315,гр. Ловеч,ул.РАЙНА КНЯГИНЯ 1А,В И К АД,130526402,ИДЪНРЕД БЪЛГАРИЯ АД,,6,731,0,0
ocds-e82gsb-549892,goods,0,other,"Периодични доставки на дизелово гориво Б6 /с минимално съдържание на биокомпонент 6%/ за нуждите на машини, обслужващи """,48630,BG322,гр. Севлиево,ул. ЛОВНИДОЛСКО ШОСЕ №.84,РЕГИОНАЛНО ДЕПО ЗА ОТПАДЪЦИ-СЕВЛИЕВО ООД,121699202,"""ЛУКОЙЛ БЪЛГАРИЯ"" ЕООД",,2,365,0,0
ocds-e82gsb-469423,works,0,other,„Изпълнение на строително – монтажни работи (СМР) за изграждане на училищна STEM среда в среда в 34. ОУ „Стою Шишков“,35842.64,BG411,гр.София,кв. БОРОВО ул. РОДОПСКИ ИЗВОР №.43,"34-то ОСНОВНО УЧИЛИЩЕ ""СТОЮ ШИШКОВ""",205415283,ДК ИНФРА ИНВЕСТ ЕООД,,12,159,0,0
ocds-e82gsb-540799,works,1,other,"Покана 43 „Текущ ремонт на покрив и външно стълбище на общинска сграда, находяща се в гр. Варна, ул. „Джеймс Баучер“ № 3",14407.68,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,103951317,ПОЛИ ЙОРД ЕООД,,12,182,0,1
ocds-e82gsb-455760,works,0,other,"„ИНЖЕНЕРИНГ: ПРОЕКТИРАНЕ, ИЗПЪЛНЕНИЕ НА МЕРКИ ЗА ЕНЕРГИЙНА ЕФЕКТИВНОСТ И ПОСЛЕДВАЩО УПРАЖНЯВАНЕ НА АВТОРСКИ НАДЗОР ПО ВР",604858.11,BG312,гр.Брусарци,ул. ГЕОРГИ ДИМИТРОВ №.85,ОБЩИНА БРУСАРЦИ,113580690,НИВЕЛ СТРОЙ ЕООД,,1,168,0,1
ocds-e82gsb-545586,services,1,roads,"Зимно поддържане, снегопочистване и опесъчаване на общинска пътна мрежа на територията на Община Оряхово за 2025/2026 г.",45250,BG313,гр.Оряхово,ул.АНДРЕЙ ЧАПРАЗОВ №.15,ОБЩИНА ОРЯХОВО,175343010,БОЕВ М3С ЕООД,,1,114,0,0
ocds-e82gsb-550404,goods,0,parks,"„Доставка на хранителни продукти за нуждите на Детска градина „Зорница“ – гр. Видин 2026г., по обособени позиции“",2505.33,BG311,гр.Видин,ул. ЦАР СИМЕОН ВЕЛИКИ №.68,ДЕТСКА ГРАДИНА ЗОРНИЦА,206068533,ВОЙНОВ И С-ИЕ ООД,,2,28,337,0
ocds-e82gsb-551421,services,0,other,"Създаване на телевизионна програма, условно озаглавена „Най-великите градове на Бетани Хюз – София“ („Програмата“), с це",12913.21,BG411,гр.София,ул. МОСКОВСКА №33,СТОЛИЧНА ОБЩИНА,09950133,SandStone Global Productions Limited,,1,365,0,0
ocds-e82gsb-537998,goods,0,other,Доставка на пощенски пликове и бланки за нуждите на Министерство на културата,2187.92,BG411,гр.София,бул. Александър Стамболийски № 17,МИНИСТЕРСТВО НА КУЛТУРАТА,121798467,РОЕЛ-98 ООД,,1,636,0,0
ocds-e82gsb-551428,goods,0,other,"„Доставка и монтаж на обзавеждане за нуждите на СТЕМ Център в 16 ОУ „Райко Жинзифов“, гр. София“",17029.36,BG411,гр.София,ул. ДРАВСКИ БОЙ №.7,"16-ТО ОСНОВНО УЧИЛИЩЕ ""РАЙКО ЖИНЗИФОВ""",000885099,Кооперация ПАНДА,,3,83,0,0
ocds-e82gsb-551239,services,1,other,„Техническо обслужване и ремонт на МПС на Община Ловеч за срок 12 месеца“,6,BG315,гр.Ловеч,"ул. ""Търговска"" №. 22",ОБЩИНА ЛОВЕЧ,204459483,ТОНИКАР - 80 ЕООД,,3,365,0,0
ocds-e82gsb-139716,works,0,other,"Инженеринг- проектиране, авторски надзор и изпълнение на строителството по проект „Изграждане на ново детско учреждение,",1220503.32,BG423,гр.Велинград,ул. ХАН АСПАРУХ №.35,ОБЩИНА ВЕЛИНГРАД,203393728,АВА СТРОЙ ЕООД,,12,1843,0,1
ocds-e82gsb-541063,goods,0,other,"„ДОСТАВКА НА ТОПЛИННА ЕНЕРГИЯ ЗА НУЖДИТЕ НА „СТОЛИЧЕН АВТОТРАНСПОРТ “ЕАД, ГР. СОФИЯ”",357904.32,BG411,гр. София,"ул. ""Житница"" № 21",СТОЛИЧЕН АВТОТРАНСПОРТ ЕАД,831609046,ТОПЛОФИКАЦИЯ СОФИЯ ЕАД,,1,377,0,0
ocds-e82gsb-534468,services,0,other,"Осигуряване на застраховки за 2026 г. за нуждите на Министерство на иновациите и растежа"" по 3 обособени позиции",19940.38,BG411,гр. София,"ул. ""Княз Александър I"" № 12",МИНИСТЕРСТВО НА ИНОВАЦИИТЕ И РАСТЕЖА,121265177,"ЗАСТРАХОВАТЕЛНО АКЦИОНЕРНО ДРУЖЕСТВО ""ОЗК - ЗАСТРАХОВАНЕ "" АД",,12,366,48,0
ocds-e82gsb-543160,goods,0,other,"„Доставка на хранителни продукти за нуждите на ДГ”Юрий Гагарин”, гр.Годеч",70000,BG412,гр.Годеч,ул. АСЕН ЗЛАТАРОВ №.10,"ДЕТСКА ГРАДИНА ""ЮРИЙ ГАГАРИН""",175270007,КРИСИ 2007 ЕООД,,1,360,0,0
ocds-e82gsb-534439,services,1,roads,„Изготвяне на оценка за съответствие на инвестиционни проекти за улици в населените места на територията на община Искър,16361.34,BG314,гр.Искър,ул. ГЕОРГИ ДИМИТРОВ №.38,ОБЩИНА ИСКЪР,105580298,ЕКСПЕРТИНВЕСТ АД,,12,66,0,0
ocds-e82gsb-549969,services,0,other,„Консултантска дейност за нуждите на лежащоболните пациенти в ОАИЛ на МБАЛ „Д-р Братан Шукеров“ АД“,47040,BG424,гр. Смолян,бул. БЪЛГАРИЯ №.2,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - Д-Р БРАТАН ШУКЕРОВ АД,не се публикува,KRASIMIR SABEV,,1,364,0,0
ocds-e82gsb-550469,goods,0,other,Доставка на пестициди за нуждите на Институт по земеделие - Карнобат,25139.65,BG341,гр.Карнобат,"ул. ""Индустриална"" №1",ИНСТИТУТ ПО ЗЕМЕДЕЛИЕ - КАРНОБАТ,102156084,АГРАРИКА ЕООД,,3,274,0,0
ocds-e82gsb-312912,goods,0,other,Доставка на станция шарнирна ролкова,5269267.78,BG344,гр. Раднево,ул. ГЕОРГИ ДИМИТРОВ № 13,МИНИ МАРИЦА - ИЗТОК ЕАД,181336725,ДЗЗД “ВОЛСИМ”,,5,365,58,1
ocds-e82gsb-522690,goods,0,other,"Ограничена процедура по ДСП „Доставка на лекарствени продукти” за УМБАЛ „Св. Иван Рилски“ ЕАД, Референтен номер на поръч",44707.36,BG411,гр. София,бул. Акад. Иван Гешов № 15,"УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВ. ИВАН РИЛСКИ"" ЕАД",203283623,ФЬОНИКС Фарма ЕООД,,12,913,37,0
ocds-e82gsb-551179,goods,0,other,ДОСТАВКИ И УСЛУГИ ПО КОНЦЕПЦИЯ ЗА ИЗГРАЖДАНЕ НА УЧИЛИЩНА СТЕМ СРЕДА” ПРИ ИЗПЪЛНЕНИЕ НА ПРОЦЕДУРА BG-RRP-1.015 „УЧИЛИЩНА ,12037.25,BG411,гр.София,ул. ХАЙДУТ СИДЕР №.10,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ХРАНИТЕЛНО-ВКУСОВИ ТЕХНОЛОГИИ ""ПРОФ.Д-Р Г.ПАВЛОВ""",203902794,ДЖЕЙ ЕНД ДЖИ ГЛОБАЛ СЪРВИСЕС ЕООД,,2,107,0,0
ocds-e82gsb-525124,goods,0,other,"""Избор на оператор за предоставяне на електронни ваучери за храна за нуждите на ""СБАЛПФЗ-ХАСКОВО"" ЕООД""",99950,BG422,гр. Хасково,Перущица №.2,СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ НА ПНЕВМО-ФТИЗИАТРИЧНИ ЗАБОЛЯВАНИЯ ХАСКОВО ЕООД,130526402,ИДЪНРЕД БЪЛГАРИЯ АД,,11,365,0,0
ocds-e82gsb-515413,goods,0,other,„Доставка на природен газ за нуждите на „Свободна зона – Русе” ЕАД”,18644.59,BG323,гр. Русе,бул. ТУТРАКАН № 71,СВОБОДНА ЗОНА-РУСЕ ЕАД,175203485,БУЛГАРГАЗ ЕАД,,1,365,0,0
ocds-e82gsb-545388,goods,0,other,"„Доставка на топлинна енергия за нуждите на СУПНЕ „Фридрих Шилер“, град Русе“",29938.18,BG323,гр.Русе,ж.к. ЗДРАВЕЦ-ИЗТОК ул. ИЗМАИЛ №.2,"СРЕДНО УЧИЛИЩЕ С ПРЕПОДАВАНЕ НА НЕМСКИ ЕЗИК ""ФРИДРИХ ШИЛЕР""",117005106,ТОПЛОФИКАЦИЯ РУСЕ АД,,12,364,0,0
ocds-e82gsb-453732,works,1,parks,"„Основен ремонт и модернизация на Дом за стари хора“, УПИ V, кв.1 по Регулационен и паркоустройствен план на Градски пар",1861833.27,BG332,Добрич,ул. БЪЛГАРИЯ № 12,ОБЩИНА ГРАД ДОБРИЧ,200398920,ХРАНКОТОШ ЕООД,,12,105,31,1
ocds-e82gsb-541550,goods,0,other,"„Доставка на хранителни продукти за нуждите на ДГ „Детски рай“, по шест обособени позиции",16371.47,BG342,гр.Сливен,ж.к. ДРУЖБА,"ДЕТСКА ГРАДИНА ""ДЕТСКИ РАЙ""",203022445,КИЛТЕКС ЕООД,,1,364,0,0
ocds-e82gsb-523820,goods,0,other,„Развитие на публична дипломация и стратегическа комуникация по линия на политиката на Република България за Официалната,74428.76,BG411,гр.София,ул. Александър Жендов №2,МИНИСТЕРСТВО НА ВЪНШНИТЕ РАБОТИ,201557566,ДИ ЕМ АЙ ДИВЕЛОПМЪНТ ЕООД,,12,730,0,0
ocds-e82gsb-528189,services,1,water,„Консултантска услуга по чл.166 ЗУТ на основен ремонт/ рехабилитация на водопроводи в три населени места на община Добри,2259.91,BG332,град Добрич,"ул. ""Независимост"" № 20",ОБЩИНА ДОБРИЧКА,124141494,ЕСМ ЕООД,,12,190,62,0
ocds-e82gsb-534822,services,0,roads,Зимно поддържане и снегопочистване на уличната мрежа в населени места от община Троян по обособени позиции,7669.38,BG315,гр. Троян,пл. ВЪЗРАЖДАНЕ №.1,ОБЩИНА ТРОЯН,110010111,АГРОТЕХНИКА - ТРОЯН АД,,1,119,0,0
ocds-e82gsb-534924,services,0,other,"Предоставяне на застрахователни услуги за нуждите на служба ""Военна полиция""",14573.45,BG411,гр. София,бул. Ген. Ед. И. Тотлебен № 34,"Служба ""Военна полиция""",030269049,ДЖЕНЕРАЛИ ЗАСТРАХОВАНЕ АД,,1,364,0,0
ocds-e82gsb-550283,goods,0,parks,"„Доставка на хранителни продукти за нуждите на Детска градина „Арабела“ – гр.Видин 2026г., по обособени позиции“",2982.53,BG311,гр.Видин,ул. ЛЮБЕН ПОРЧЕЛОВ №.2,ДЕТСКА ГРАДИНА АРАБЕЛА,206068533,ВОЙНОВ И С-ИЕ ООД,,2,365,3,0
ocds-e82gsb-526696,goods,0,other,„Доставка на безалкохолни напитки за нуждите на УНСС“,10225.84,BG411,гр.София,ж.к. СТ.ГРАД бул. 8-МИ ДЕКЕМВРИ 19,УНИВЕРСИТЕТ ЗА НАЦИОНАЛНО И СВЕТОВНО СТОПАНСТВО,201031335,МАКЕДОНИЯ-СНАБ ЕООД,,12,365,0,0
ocds-e82gsb-544051,services,0,other,„Надграждане и абонаментна поддръжка на лицензи за Cadis.MZG“,390627,BG411,гр. София,бул. ХРИСТО БОТЕВ № 55,МИНИСТЕРСТВО НА ЗЕМЕДЕЛИЕТО И ХРАНИТЕ,131470369,БЪЛГАРСКИ СОФТУЕРНИ ТЕХНОЛОГИИ ЕООД,,12,731,0,0
ocds-e82gsb-308755,services,0,other,"Услуги по почистване на сгради за нуждите на Агенция по геодезия, картография и кадастър",558237.51,BG411,София,ул. Мусала № 1,"АГЕНЦИЯ ПО ГЕОДЕЗИЯ, КАРТОГРАФИЯ И КАДАСТЪР",130978891,КОМЕКС РМ ЕООД,,9,154,0,1
ocds-e82gsb-544392,services,1,roads,„Зимно поддържане на общинската пътна мрежа и улици в населени места на територията на Община Ветово през 2026 година по,19828.52,BG323,гр.Ветово,ул. ТРЕТИ МАРТ №.2,ОБЩИНА ВЕТОВО,117679980,ИМПЕРИАЛ БИЛД ООД,,1,352,0,0
ocds-e82gsb-397429,works,1,roads,"Основен ремонт на сградите на КСУВХ Гергана за реформиране в социална услуга Резидентна грижа за възрастн хора в надтру",2843824.96,BG331,гр.Варна,бул. ОСМИ ПРИМОРСКИ ПОЛК №.43,ОБЩИНА ВАРНА,200398920,ХРАНКОТОШ ЕООД,,11,488,0,1
ocds-e82gsb-423230,goods,0,other,"„Доставка на нетна активна електрическа енергия - ниско напрежение, и избор на координатор на балансираща група за обект",2.69,BG343,Ямбол,"ул. “Преслав"" №40",Областна дирекция на МВР (ОДМВР) - Ямбол,175370769,ЕВН ТРЕЙДИНГ САУТ ИЙСТ ЮРЪП ЕАД,,1,364,0,0
ocds-e82gsb-543156,goods,0,other,",,Доставка на лабораторна апаратура за извършване на дейностите по изпълнение на научните програми на НИГ 3.1.2, НИГ 3.1",10737.13,BG411,гр. София,"бул. Акад. Иван Евстратиев Гешов 15, ет. 12",МЕДИЦИНСКИ УНИВЕРСИТЕТ,836149057,ХИМТЕКС ООД,,4,21,0,0
ocds-e82gsb-515757,goods,0,other,"Доставка на лекарствени продукти за нуждите на МБАЛ „Княгиня Клементина - София“ ЕАД, по обособени позиции – Част 5",25259.56,BG411,гр. София,бул. СТОЛЕТОВ №67А,"МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""КНЯГИНЯ КЛЕМЕНТИНА"" - СОФИЯ ЕАД",203283623,ФЬОНИКС Фарма ЕООД,,12,730,0,0
ocds-e82gsb-545399,goods,0,other,"НИГ 3.1.1- III - 64 „Доставка на химикали, реактиви и консумативи за нуждите на научноизследователскa групa 3.1.1 в изпъ",8460,BG411,гр. София,"бул. Акад. Иван Евстратиев Гешов 15, ет. 12",МЕДИЦИНСКИ УНИВЕРСИТЕТ,836149057,ХИМТЕКС ООД,,4,30,0,0
ocds-e82gsb-538546,goods,1,other,Доставка и монтаж на модулна станция за бункероване на светли горива във връзка с изпълнението на проект: „Благоустройст,74086.19,BG341,гр. Царево,ул. ХАН АСПАРУХ № 36,ОБЩИНА ЦАРЕВО,не се публикува,Ivan Ivanov,,12,613,0,0
ocds-e82gsb-531490,works,0,lighting,",,СМР по реновиране на електро и осветителна инсталация в Централен болничен архив на УМБАЛ ""Свети Георги"" ЕАД“",30834.34,BG421,гр. Пловдив,"бул.""Пещерско шосе"" №.66","УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВЕТИ ГЕОРГИ"" ЕАД",200523814,ИНДЖОВСТРОЙ ЕООД,,12,304,0,0
ocds-e82gsb-538252,services,0,other,„Предоставяне на услуги по застраховане на работниците и служителите от ОП „Чистота Благоевград“ за риск „Трудова злопол,6000,BG413,гр.Благоевград,пл. ГЕОРГИ ИЗМИРЛИЕВ-МАКЕДОНЧЕТО № 1,ОБЩИНА БЛАГОЕВГРАД,121718407,ДЗИ - ОБЩО ЗАСТРАХОВАНЕ ЕАД,,12,365,0,0
